state,year,count
Missouri,1983.0,3
Missouri,1986.0,4
Missouri,1988.0,1
Missouri,1989.0,3
Missouri,1990.0,1
Missouri,1991.0,3
Missouri,1994.0,2
Missouri,1997.0,4
Missouri,1998.0,2
Missouri,1999.0,2
Missouri,2000.0,3
Missouri,2001.0,1
Missouri,2002.0,2
Missouri,2003.0,1
Missouri,2004.0,11
Missouri,2005.0,4
Missouri,2006.0,2
Missouri,2007.0,5
Missouri,2008.0,3
Missouri,2009.0,5
Missouri,2010.0,4
Missouri,2011.0,1
Missouri,2012.0,8
Missouri,2013.0,7
Missouri,2014.0,4
Missouri,2015.0,3
Missouri,2016.0,2
Missouri,2017.0,2
Missouri,2018.0,3
Montana,1971.0,1
Montana,1977.0,2
Montana,1978.0,2
Montana,1979.0,1
Montana,1981.0,1
Montana,1982.0,3
Montana,1984.0,1
Montana,1988.0,1
Montana,1989.0,2
Montana,1990.0,1
Montana,1991.0,1
Montana,1993.0,1
Montana,1994.0,2
Montana,2001.0,1
Montana,2003.0,1
Montana,2004.0,3
Montana,2005.0,2
Montana,2006.0,1
Montana,2007.0,2
Montana,2010.0,3
Montana,2011.0,1
Montana,2012.0,6
Montana,2015.0,1
Montana,2016.0,1
Nebraska,1957.0,1
Nebraska,1974.0,1
Nebraska,1979.0,2
Nebraska,1980.0,1
Nebraska,1996.0,1
Nebraska,1997.0,1
Nebraska,1998.0,1
Nebraska,2003.0,1
Nebraska,2005.0,2
Nebraska,2006.0,1
Nebraska,2008.0,1
Nebraska,2018.0,1
Nevada,1970.0,1
Nevada,1972.0,2
Nevada,1980.0,1
Nevada,1984.0,1
Nevada,2004.0,1
Nevada,2005.0,1
New Hampshire,1970.0,1
New Hampshire,2001.0,1
New Hampshire,2004.0,1
New Hampshire,2014.0,1
New Hampshire,2016.0,2
New Jersey,1971.0,1
New Jersey,1976.0,1
New Jersey,1977.0,2
New Jersey,1979.0,1
New Jersey,1990.0,1
New Jersey,1991.0,1
New Jersey,1995.0,1
New Jersey,1997.0,1
New Jersey,1998.0,1
New Jersey,2004.0,1
New Jersey,2005.0,7
New Jersey,2006.0,5
New Jersey,2007.0,4
New Jersey,2008.0,1
New Jersey,2009.0,2
New Jersey,2012.0,1
New Jersey,2013.0,2
New Jersey,2015.0,3
New Jersey,2016.0,3
New Jersey,2018.0,1
New Mexico,1982.0,1
New Mexico,1983.0,1
New Mexico,2000.0,1
New Mexico,2001.0,1
New Mexico,2002.0,3
New Mexico,2003.0,1
New Mexico,2004.0,3
New Mexico,2005.0,8
New Mexico,2006.0,1
New Mexico,2008.0,1
New Mexico,2009.0,1
New Mexico,2011.0,3
New Mexico,2013.0,1
New York,1966.0,1
New York,1972.0,1
New York,1973.0,1
New York,1980.0,2
New York,1985.0,1
New York,1992.0,1
New York,1996.0,1
New York,1997.0,2
New York,1998.0,1
New York,1999.0,3
New York,2001.0,3
New York,2002.0,3
New York,2003.0,4
New York,2004.0,4
New York,2005.0,4
New York,2006.0,4
New York,2007.0,2
New York,2009.0,2
New York,2010.0,2
New York,2013.0,1
New York,2014.0,1
New York,2015.0,2
New York,2017.0,1
New York,2018.0,1
North Carolina,1965.0,1
North Carolina,1968.0,1
North Carolina,1971.0,1
North Carolina,1972.0,1
North Carolina,1973.0,1
North Carolina,1975.0,1
North Carolina,1976.0,2
North Carolina,1977.0,2
North Carolina,1978.0,1
North Carolina,1979.0,1
North Carolina,1982.0,1
North Carolina,1983.0,3
North Carolina,1986.0,1
North Carolina,1987.0,2
North Carolina,1988.0,1
North Carolina,1989.0,2
North Carolina,1990.0,1
North Carolina,1991.0,2
North Carolina,1994.0,1
North Carolina,1995.0,1
North Carolina,1997.0,1
North Carolina,1998.0,4
North Carolina,1999.0,2
North Carolina,2000.0,2
North Carolina,2001.0,1
North Carolina,2002.0,2
North Carolina,2004.0,2
North Carolina,2005.0,4
North Carolina,2006.0,1
North Carolina,2007.0,3
North Carolina,2008.0,2
North Carolina,2009.0,2
North Carolina,2010.0,2
North Carolina,2011.0,4
North Carolina,2012.0,2
North Carolina,2013.0,3
North Carolina,2014.0,1
North Carolina,2015.0,4
North Dakota,2000.0,1
North Dakota,2004.0,2
North Dakota,2005.0,1
Ohio,1956.0,1
Ohio,1958.0,2
Ohio,1962.0,1
Ohio,1963.0,1
Ohio,1967.0,1
Ohio,1968.0,1
Ohio,1970.0,1
Ohio,1971.0,2
Ohio,1972.0,1
Ohio,1973.0,1
Ohio,1974.0,1
Ohio,1976.0,6
Ohio,1977.0,5
Ohio,1978.0,13
Ohio,1979.0,1
Ohio,1980.0,7
Ohio,1981.0,3
Ohio,1982.0,4
Ohio,1983.0,5
Ohio,1984.0,2
Ohio,1985.0,1
Ohio,1986.0,5
Ohio,1987.0,6
Ohio,1988.0,6
Ohio,1989.0,2
Ohio,1990.0,2
Ohio,1991.0,4
Ohio,1992.0,2
Ohio,1993.0,1
Ohio,1994.0,5
Ohio,1995.0,5
Ohio,1996.0,2
Ohio,1997.0,7
Ohio,1998.0,11
Ohio,1999.0,7
Ohio,2000.0,14
Ohio,2001.0,10
Ohio,2002.0,11
Ohio,2003.0,9
Ohio,2004.0,13
Ohio,2005.0,9
Ohio,2006.0,3
Ohio,2007.0,4
Ohio,2008.0,3
Ohio,2009.0,6
Ohio,2010.0,6
Ohio,2011.0,6
Ohio,2012.0,5
Ohio,2013.0,13
Ohio,2014.0,5
Ohio,2015.0,8
Ohio,2017.0,5
Ohio,2018.0,3
Oklahoma,1942.0,1
Oklahoma,1966.0,1
Oklahoma,1971.0,1
Oklahoma,1973.0,1
Oklahoma,1974.0,1
Oklahoma,1977.0,1
Oklahoma,1979.0,1
Oklahoma,1982.0,2
Oklahoma,1983.0,1
Oklahoma,1986.0,1
Oklahoma,1987.0,2
Oklahoma,1992.0,2
Oklahoma,1995.0,1
Oklahoma,1996.0,1
Oklahoma,1997.0,5
Oklahoma,1999.0,2
Oklahoma,2000.0,4
Oklahoma,2001.0,5
Oklahoma,2002.0,3
Oklahoma,2003.0,6
Oklahoma,2004.0,11
Oklahoma,2005.0,4
Oklahoma,2007.0,1
Oklahoma,2008.0,2
Oklahoma,2009.0,6
Oklahoma,2010.0,2
Oklahoma,2011.0,1
Oklahoma,2012.0,4
Oklahoma,2015.0,1
Oregon,1949.0,1
Oregon,1956.0,1
Oregon,1963.0,1
Oregon,1968.0,1
Oregon,1970.0,4
Oregon,1971.0,1
Oregon,1972.0,1
Oregon,1973.0,1
Oregon,1974.0,4
Oregon,1975.0,3
Oregon,1976.0,6
Oregon,1977.0,4
Oregon,1978.0,7
Oregon,1979.0,2
Oregon,1980.0,7
Oregon,1982.0,2
Oregon,1983.0,4
Oregon,1984.0,3
Oregon,1985.0,1
Oregon,1986.0,1
Oregon,1989.0,2
Oregon,1990.0,1
Oregon,1991.0,5
Oregon,1992.0,1
Oregon,1993.0,4
Oregon,1994.0,5
Oregon,1995.0,8
Oregon,1996.0,3
Oregon,1997.0,4
Oregon,1998.0,3
Oregon,1999.0,1
Oregon,2000.0,10
Oregon,2001.0,12
Oregon,2002.0,11
Oregon,2003.0,8
Oregon,2004.0,14
Oregon,2005.0,6
Oregon,2006.0,4
Oregon,2008.0,4
Oregon,2009.0,6
Oregon,2012.0,4
Oregon,2013.0,2
Oregon,2014.0,1
Oregon,2016.0,1
Oregon,2017.0,2
Oregon,2018.0,1
Pennsylvania,1921.0,1
Pennsylvania,1961.0,1
Pennsylvania,1963.0,1
Pennsylvania,1967.0,1
Pennsylvania,1973.0,1
Pennsylvania,1977.0,1
Pennsylvania,1978.0,3
Pennsylvania,1980.0,2
Pennsylvania,1985.0,1
Pennsylvania,1987.0,1
Pennsylvania,1988.0,2
Pennsylvania,1994.0,1
Pennsylvania,1996.0,1
Pennsylvania,2003.0,1
Pennsylvania,2004.0,1
Pennsylvania,2005.0,1
Pennsylvania,2006.0,3
Pennsylvania,2007.0,5
Pennsylvania,2008.0,5
Pennsylvania,2009.0,1
Pennsylvania,2010.0,1
Pennsylvania,2011.0,2
Pennsylvania,2012.0,1
Pennsylvania,2014.0,3
Pennsylvania,2015.0,2
Pennsylvania,2016.0,1
Pennsylvania,2017.0,1
Rhode Island,1974.0,1
Rhode Island,1978.0,1
Rhode Island,1998.0,1
Rhode Island,2006.0,1
Rhode Island,2011.0,1
South Carolina,1964.0,1
South Carolina,1969.0,1
South Carolina,1970.0,1
South Carolina,1974.0,1
South Carolina,1975.0,1
South Carolina,1978.0,1
South Carolina,1981.0,1
South Carolina,1985.0,1
South Carolina,1991.0,1
South Carolina,1998.0,2
South Carolina,2003.0,2
South Carolina,2004.0,1
South Carolina,2005.0,3
South Carolina,2006.0,2
South Carolina,2007.0,5
South Carolina,2009.0,1
South Dakota,2002.0,1
South Dakota,2003.0,1
South Dakota,2006.0,2
South Dakota,2008.0,1
Tennessee,1955.0,1
Tennessee,1966.0,1
Tennessee,1970.0,2
Tennessee,1974.0,1
Tennessee,1978.0,1
Tennessee,1980.0,1
Tennessee,1981.0,3
Tennessee,1985.0,1
Tennessee,1986.0,2
Tennessee,1987.0,4
Tennessee,1988.0,3
Tennessee,1989.0,2
Tennessee,1993.0,2
Tennessee,1994.0,3
Tennessee,1995.0,1
Tennessee,2000.0,2
Tennessee,2002.0,1
Tennessee,2003.0,1
Tennessee,2004.0,3
Tennessee,2005.0,4
Tennessee,2006.0,5
Tennessee,2007.0,2
Tennessee,2008.0,4
Tennessee,2009.0,3
Tennessee,2010.0,1
Tennessee,2011.0,2
Tennessee,2012.0,1
Tennessee,2013.0,1
Tennessee,2018.0,1
Texas,1930.0,1
Texas,1938.0,1
Texas,1961.0,1
Texas,1964.0,2
Texas,1968.0,1
Texas,1969.0,1
Texas,1972.0,3
Texas,1975.0,2
Texas,1976.0,3
Texas,1977.0,2
Texas,1978.0,2
Texas,1979.0,3
Texas,1980.0,3
Texas,1981.0,2
Texas,1982.0,1
Texas,1983.0,2
Texas,1986.0,1
Texas,1987.0,1
Texas,1988.0,2
Texas,1990.0,3
Texas,1992.0,1
Texas,1993.0,2
Texas,1994.0,1
Texas,1995.0,1
Texas,1996.0,3
Texas,1997.0,2
Texas,1998.0,2
Texas,2000.0,2
Texas,2001.0,4
Texas,2002.0,3
Texas,2003.0,29
Texas,2004.0,50
Texas,2005.0,19
Texas,2006.0,7
Texas,2007.0,4
Texas,2008.0,3
Texas,2009.0,2
Texas,2010.0,2
Texas,2011.0,4
Texas,2012.0,1
Texas,2013.0,1
Texas,2014.0,6
Texas,2015.0,5
Texas,2016.0,5
Texas,2017.0,6
Texas,2018.0,1
Utah,1962.0,1
Utah,1964.0,1
Utah,1970.0,1
Utah,1977.0,3
Utah,1978.0,2
Utah,1982.0,1
Utah,1985.0,1
Utah,1986.0,1
Utah,1988.0,2
Utah,1989.0,1
Utah,1994.0,1
Utah,1996.0,2
Utah,1997.0,1
Utah,1998.0,1
Utah,1999.0,1
Utah,2001.0,1
Utah,2002.0,1
Utah,2003.0,1
Utah,2004.0,5
Utah,2005.0,4
Utah,2006.0,4
Utah,2007.0,3
Utah,2008.0,1
Utah,2009.0,1
Vermont,2005.0,2
Vermont,2015.0,1
Vermont,2016.0,1
Virginia,1957.0,1
Virginia,1970.0,3
Virginia,1972.0,1
Virginia,1973.0,1
Virginia,1976.0,1
Virginia,1978.0,2
Virginia,1980.0,2
Virginia,1981.0,1
Virginia,1984.0,1
Virginia,1988.0,1
Virginia,1990.0,1
Virginia,1992.0,2
Virginia,1993.0,1
Virginia,1995.0,2
Virginia,1997.0,1
Virginia,1998.0,3
Virginia,2000.0,2
Virginia,2002.0,2
Virginia,2003.0,5
Virginia,2004.0,2
Virginia,2005.0,1
Virginia,2006.0,1
Virginia,2007.0,3
Virginia,2008.0,3
Virginia,2010.0,1
Virginia,2011.0,6
Virginia,2012.0,9
Virginia,2013.0,3
Virginia,2014.0,2
Virginia,2015.0,2
Virginia,2016.0,1
Washington,1941.0,1
Washington,1948.0,1
Washington,1949.0,1
Washington,1950.0,1
Washington,1952.0,1
Washington,1958.0,1
Washington,1960.0,1
Washington,1961.0,1
Washington,1965.0,1
Washington,1966.0,1
Washington,1967.0,5
Washington,1968.0,1
Washington,1969.0,4
Washington,1970.0,5
Washington,1971.0,3
Washington,1972.0,3
Washington,1973.0,5
Washington,1974.0,4
Washington,1975.0,6
Washington,1976.0,3
Washington,1977.0,6
Washington,1978.0,7
Washington,1979.0,3
Washington,1980.0,11
Washington,1981.0,6
Washington,1982.0,10
Washington,1983.0,5
Washington,1984.0,9
Washington,1985.0,4
Washington,1986.0,5
Washington,1987.0,3
Washington,1988.0,2
Washington,1989.0,2
Washington,1990.0,7
Washington,1991.0,7
Washington,1992.0,5
Washington,1993.0,5
Washington,1994.0,6
Washington,1995.0,10
Washington,1996.0,13
Washington,1997.0,12
Washington,1998.0,10
Washington,1999.0,8
Washington,2000.0,28
Washington,2001.0,20
Washington,2002.0,20
Washington,2003.0,19
Washington,2004.0,32
Washington,2005.0,29
Washington,2006.0,21
Washington,2007.0,11
Washington,2008.0,23
Washington,2009.0,8
Washington,2010.0,12
Washington,2011.0,12
Washington,2012.0,15
Washington,2013.0,9
Washington,2014.0,17
Washington,2015.0,6
Washington,2016.0,6
Washington,2017.0,6
Washington,2018.0,6
West Virginia,1960.0,1
West Virginia,1961.0,1
West Virginia,1969.0,2
West Virginia,1974.0,1
West Virginia,1975.0,1
West Virginia,1978.0,1
West Virginia,1979.0,1
West Virginia,1980.0,1
West Virginia,1983.0,1
West Virginia,1985.0,1
West Virginia,1987.0,2
West Virginia,1989.0,1
West Virginia,1990.0,3
West Virginia,1991.0,1
West Virginia,1994.0,2
West Virginia,1996.0,1
West Virginia,1997.0,2
West Virginia,1998.0,3
West Virginia,1999.0,2
West Virginia,2000.0,2
West Virginia,2001.0,5
West Virginia,2002.0,2
West Virginia,2003.0,2
West Virginia,2004.0,5
West Virginia,2005.0,9
West Virginia,2006.0,8
West Virginia,2007.0,11
West Virginia,2008.0,5
West Virginia,2009.0,5
West Virginia,2010.0,1
West Virginia,2012.0,4
West Virginia,2013.0,2
West Virginia,2014.0,2
West Virginia,2015.0,1
West Virginia,2017.0,1
Wisconsin,1968.0,1
Wisconsin,1975.0,3
Wisconsin,1976.0,2
Wisconsin,1979.0,4
Wisconsin,1981.0,2
Wisconsin,1983.0,1
Wisconsin,1984.0,1
Wisconsin,1985.0,1
Wisconsin,1989.0,1
Wisconsin,1991.0,1
Wisconsin,1992.0,1
Wisconsin,1994.0,1
Wisconsin,1997.0,3
Wisconsin,1999.0,1
Wisconsin,2000.0,2
Wisconsin,2001.0,2
Wisconsin,2002.0,2
Wisconsin,2003.0,1
Wisconsin,2004.0,5
Wisconsin,2005.0,2
Wisconsin,2006.0,4
Wisconsin,2007.0,2
Wisconsin,2008.0,5
Wisconsin,2009.0,1
Wisconsin,2010.0,2
Wisconsin,2011.0,2
Wisconsin,2012.0,5
Wisconsin,2013.0,5
Wisconsin,2014.0,2
Wisconsin,2016.0,2
Wisconsin,2017.0,1
Wisconsin,2018.0,4
Wyoming,1972.0,1
Wyoming,1978.0,1
Wyoming,1984.0,1
Wyoming,1997.0,2
Wyoming,1998.0,1
Wyoming,2000.0,2
Wyoming,2002.0,3
Wyoming,2003.0,1
Wyoming,2005.0,1
Wyoming,2007.0,1
